customer_first_name,supplier_name,quantity,product_name,customer_email,product_id,line_total,unit_price,customer_last_name,supplier_country,customer_region_head,product_category,customer_phone,order_id,customer_loyalty_tier,customer_country,payment_method,category_tax_rate,order_status,order_date,customer_region,customer_id,customer_city
Максим,Континент-Nova ТОВ,1,VoltLab Посуд Max30,client2935@example.com,132,21242.89,21242.89,Бондаренко,США,Шмідт Г. К.,Посуд,+380985979258,4,Silver,Німеччина,Apple Pay,0.2,Оплачено,2023-07-29,Західна Європа,2935,Берлін
Тетяна,Альфа-Star ТОВ,5,GrandGear Смартфони Lite35,client2977@example.com,2830,20933.2,4186.64,Ткаченко,Польща,Новак П. Я.,Смартфони,+380965164619,5,Silver,Чехія,Готівка,0.2,Створено,2024-04-25,Центральна Європа,2977,Прага
Анна,Альфа-Smart ТОВ,1,EcoWave Косметика Max15,client12367@example.com,3127,39753.11,39753.11,Шевченко,Південна Корея,Россі М. А.,Косметика,+380722188316,6,Gold,Іспанія,Готівка,0.2,Скасовано,2023-11-04,Південна Європа,12367,Мадрид
Анна,Опт-Prime ТОВ #45,2,VoltCore Інструменти Pro88,client12367@example.com,2894,51080.7,25540.35,Шевченко,Південна Корея,Россі М. А.,Інструменти,+380722188316,6,Gold,Іспанія,Готівка,0.2,Скасовано,2023-11-04,Південна Європа,12367,Мадрид
Анна,Опт-Lux ТОВ,2,AeroBrands Фотоапарати Air96,client12367@example.com,451,49555.86,24777.93,Шевченко,Туреччина,Россі М. А.,Фотоапарати,+380722188316,6,Gold,Іспанія,Готівка,0.2,Скасовано,2023-11-04,Південна Європа,12367,Мадрид
Назар,Партнер-Grand ТОВ,6,VoltGear Інструменти Air17,client727@example.com,3580,237459.84,39576.64,Савченко,Китай,Новак П. Я.,Інструменти,+380922922336,7,Platinum,Польща,Картка,0.2,Повернено,2025-04-13,Центральна Європа,727,Вроцлав
Олександр,Імпорт-Tech ТОВ #69,2,SmartWave Посуд Max7,client3389@example.com,2087,48132.86,24066.43,Мельник,Італія,Новак П. Я.,Посуд,+380658306755,8,Platinum,Чехія,Картка,0.2,Доставлено,2024-10-02,Центральна Європа,3389,Прага
Олександр,Опт-Max ТОВ,8,AeroWorks Фотоапарати Pro77,client3389@example.com,2737,145401.36,18175.17,Мельник,Туреччина,Новак П. Я.,Фотоапарати,+380658306755,8,Platinum,Чехія,Картка,0.2,Доставлено,2024-10-02,Центральна Європа,3389,Прага
Олександр,Опт-Apex ТОВ,3,SmartWorks Канцтовари X64,client3389@example.com,1564,114047.49,38015.83,Мельник,Україна,Новак П. Я.,Канцтовари,+380658306755,8,Platinum,Чехія,Картка,0.2,Доставлено,2024-10-02,Центральна Європа,3389,Прага
Олександр,Альфа-Max ТОВ,3,PrimeTrade Смартфони Max77,client3389@example.com,2767,91783.68,30594.56,Мельник,Китай,Новак П. Я.,Смартфони,+380658306755,8,Platinum,Чехія,Картка,0.2,Доставлено,2024-10-02,Центральна Європа,3389,Прага
Олександр,Партнер-Pro ТОВ,4,UltraTrade Меблі S36,client3389@example.com,3817,6917.0,1729.25,Мельник,Туреччина,Новак П. Я.,Меблі,+380658306755,8,Platinum,Чехія,Картка,0.2,Доставлено,2024-10-02,Центральна Європа,3389,Прага
Юлія,Імпорт-Star ТОВ,2,SolarWorks Телевізори X19,client2260@example.com,1023,35593.56,17796.78,Левченко,Південна Корея,Ліндберг Е. С.,Телевізори,+380646353527,9,Platinum,Швеція,Google Pay,0.2,Скасовано,2023-05-15,Північна Європа,2260,Стокгольм
Юлія,Меркурій-Grand ТОВ #47,3,LuxTrade Телевізори Lite70,client2260@example.com,3107,56403.54,18801.18,Левченко,Німеччина,Ліндберг Е. С.,Телевізори,+380646353527,9,Platinum,Швеція,Google Pay,0.2,Скасовано,2023-05-15,Північна Європа,2260,Стокгольм
Юлія,Захід-Max ТОВ,3,UltraSoft Фотоапарати S21,client2260@example.com,2002,53653.56,17884.52,Левченко,Польща,Ліндберг Е. С.,Фотоапарати,+380646353527,9,Platinum,Швеція,Google Pay,0.2,Скасовано,2023-05-15,Північна Європа,2260,Стокгольм
Юлія,Європром-Ultra ТОВ #72,1,ZenPoint Книги S71,client2260@example.com,1212,8759.97,8759.97,Левченко,Чехія,Ліндберг Е. С.,Книги,+380646353527,9,Platinum,Швеція,Google Pay,0.07,Скасовано,2023-05-15,Північна Європа,2260,Стокгольм
Юлія,Меркурій-Lux ТОВ,8,PrimeWorks Пральні машини Air57,client2260@example.com,1722,41100.48,5137.56,Левченко,Китай,Ліндберг Е. С.,Пральні машини,+380646353527,9,Platinum,Швеція,Google Pay,0.2,Скасовано,2023-05-15,Північна Європа,2260,Стокгольм
Богдан,Захід-Max ТОВ,8,UltraSoft Фотоапарати S21,client876@example.com,2002,143076.16,17884.52,Марченко,Польща,Новак П. Я.,Фотоапарати,+380929215901,10,Platinum,Угорщина,Картка,0.2,Оплачено,2024-04-08,Центральна Європа,876,Будапешт
Богдан,Омега-Grand ТОВ,7,ApexHub Ноутбуки Max75,client876@example.com,265,182102.69,26014.67,Марченко,Чехія,Новак П. Я.,Ноутбуки,+380929215901,10,Platinum,Угорщина,Картка,0.2,Оплачено,2024-04-08,Центральна Європа,876,Будапешт
Богдан,Опт-Smart ТОВ,3,GrandTrade Планшети S76,client876@example.com,1959,40450.68,13483.56,Марченко,Україна,Новак П. Я.,Планшети,+380929215901,10,Platinum,Угорщина,Картка,0.2,Оплачено,2024-04-08,Центральна Європа,876,Будапешт
Богдан,Партнер-Max ТОВ,4,VitaTrade Косметика Max61,client876@example.com,1326,35389.68,8847.42,Марченко,Китай,Новак П. Я.,Косметика,+380929215901,10,Platinum,Угорщина,Картка,0.2,Оплачено,2024-04-08,Центральна Європа,876,Будапешт
Богдан,Опт-Lux ТОВ,8,NeoWorks Одяг X2,client876@example.com,2889,353731.12,44216.39,Марченко,Туреччина,Новак П. Я.,Одяг,+380929215901,10,Platinum,Угорщина,Картка,0.2,Оплачено,2024-04-08,Центральна Європа,876,Будапешт
Назар,Опт-Grand ТОВ,7,UltraGear Аудіотехніка Pro86,client9898@example.com,3778,200757.48,28679.64,Кравченко,Італія,Ліндберг Е. С.,Аудіотехніка,+380528109901,11,Platinum,Фінляндія,Apple Pay,0.2,Доставлено,2025-06-06,Північна Європа,9898,Гельсінкі
Назар,Опт-Lux ТОВ,4,NovaGear Телевізори Pro32,client9898@example.com,3666,38577.24,9644.31,Кравченко,Туреччина,Ліндберг Е. С.,Телевізори,+380528109901,11,Platinum,Фінляндія,Apple Pay,0.2,Доставлено,2025-06-06,Північна Європа,9898,Гельсінкі
Назар,Меркурій-Ultra ТОВ #35,8,EcoTrade Смартфони Max3,client9898@example.com,1562,229963.84,28745.48,Кравченко,Польща,Ліндберг Е. С.,Смартфони,+380528109901,11,Platinum,Фінляндія,Apple Pay,0.2,Доставлено,2025-06-06,Північна Європа,9898,Гельсінкі
Тетяна,Трейд-Zen ТОВ,6,NovaSoft Іграшки X7,client6470@example.com,3199,143852.16,23975.36,Мороз,Китай,Коваленко І. О.,Іграшки,+380512075979,12,Platinum,Україна,Apple Pay,0.2,Скасовано,2023-08-30,Східна Європа,6470,Харків
Тетяна,Омега-Max ТОВ #31,5,ZenGear Смартфони Max6,client6470@example.com,798,125593.3,25118.66,Мороз,Туреччина,Коваленко І. О.,Смартфони,+380512075979,12,Platinum,Україна,Apple Pay,0.2,Скасовано,2023-08-30,Східна Європа,6470,Харків
Оксана,Глобал-Aero ТОВ,2,ApexOne Книги S36,client14883@example.com,272,50271.98,25135.99,Мороз,Італія,Шмідт Г. К.,Книги,+380632925878,13,Gold,Німеччина,Накладений платіж,0.07,Оплачено,2024-04-21,Західна Європа,14883,Гамбург
Назар,Холдинг-Max ТОВ,6,SmartWorks Меблі Pro66,client5913@example.com,36,179341.38,29890.23,Бондаренко,Південна Корея,Шмідт Г. К.,Меблі,+380696740763,14,Silver,Німеччина,Google Pay,0.2,Скасовано,2024-09-30,Західна Європа,5913,Берлін
Тарас,Омега-Prime ТОВ,6,PrimeBrands Посуд Air16,client6812@example.com,1563,29178.6,4863.1,Ткаченко,Італія,Россі М. А.,Посуд,+380605360815,15,Gold,Португалія,Google Pay,0.2,Скасовано,2025-02-03,Південна Європа,6812,Лісабон
Тарас,Альфа-Neo ТОВ,6,SmartCore Одяг S23,client6812@example.com,3768,81233.16,13538.86,Ткаченко,Німеччина,Россі М. А.,Одяг,+380605360815,15,Gold,Португалія,Google Pay,0.2,Скасовано,2025-02-03,Південна Європа,6812,Лісабон
Тарас,Опт-Solar ТОВ,4,LuxSoft Пральні машини S74,client6812@example.com,464,152401.6,38100.4,Ткаченко,Німеччина,Россі М. А.,Пральні машини,+380605360815,15,Gold,Португалія,Google Pay,0.2,Скасовано,2025-02-03,Південна Європа,6812,Лісабон
Тарас,Опт-Smart ТОВ,6,NovaCraft Ноутбуки X95,client6812@example.com,1351,88094.16,14682.36,Ткаченко,Україна,Россі М. А.,Ноутбуки,+380605360815,15,Gold,Португалія,Google Pay,0.2,Скасовано,2025-02-03,Південна Європа,6812,Лісабон
Тарас,Імпорт-Neo ТОВ,2,ApexPlus Продукти Air12,client6812@example.com,3422,14489.88,7244.94,Ткаченко,Туреччина,Россі М. А.,Продукти,+380605360815,15,Gold,Португалія,Google Pay,0.07,Скасовано,2025-02-03,Південна Європа,6812,Лісабон
Олександр,Альфа-Smart ТОВ,1,PrimeSystems Спорттовари Air43,client12258@example.com,3582,44018.78,44018.78,Мельник,Південна Корея,Россі М. А.,Спорттовари,+380698071009,16,Gold,Португалія,Google Pay,0.2,Відправлено,2023-08-31,Південна Європа,12258,Лісабон
Олександр,Альфа-Smart ТОВ,8,VitaWorks Косметика Air10,client12258@example.com,3593,283199.36,35399.92,Мельник,Південна Корея,Россі М. А.,Косметика,+380698071009,16,Gold,Португалія,Google Pay,0.2,Відправлено,2023-08-31,Південна Європа,12258,Лісабон
Олена,Альфа-Nova ТОВ,7,LuxPlus Продукти Lite2,client6494@example.com,2841,95602.64,13657.52,Левченко,Південна Корея,Коваленко І. О.,Продукти,+380942856383,17,Silver,Україна,Google Pay,0.07,Доставлено,2024-02-29,Східна Європа,6494,Харків
Олена,Альфа-Neo ТОВ,5,AeroTrade Зоотовари X86,client6494@example.com,2137,44555.4,8911.08,Левченко,Німеччина,Коваленко І. О.,Зоотовари,+380942856383,17,Silver,Україна,Google Pay,0.2,Доставлено,2024-02-29,Східна Європа,6494,Харків
Олена,Європром-Apex ТОВ,3,ZenHub Посуд Max6,client6494@example.com,2558,115397.79,38465.93,Левченко,Туреччина,Коваленко І. О.,Посуд,+380942856383,17,Silver,Україна,Google Pay,0.2,Доставлено,2024-02-29,Східна Європа,6494,Харків
Олена,Трейд-Prime ТОВ,8,ProSystems Взуття Pro50,client6494@example.com,3649,318708.8,39838.6,Левченко,Туреччина,Коваленко І. О.,Взуття,+380942856383,17,Silver,Україна,Google Pay,0.2,Доставлено,2024-02-29,Східна Європа,6494,Харків
Олена,Трейд-Neo ТОВ,6,NeoSystems Фотоапарати X88,client6494@example.com,2424,141346.38,23557.73,Левченко,Туреччина,Коваленко І. О.,Фотоапарати,+380942856383,17,Silver,Україна,Google Pay,0.2,Доставлено,2024-02-29,Східна Європа,6494,Харків
Оксана,Опт-Prime ТОВ #45,5,SmartCore Планшети Air52,client12262@example.com,2599,100843.4,20168.68,Коваленко,Південна Корея,Новак П. Я.,Планшети,+380879977495,18,Gold,Польща,Apple Pay,0.2,Відправлено,2024-07-25,Центральна Європа,12262,Вроцлав
Оксана,Європром-Smart ТОВ,7,TechOne Взуття Pro93,client12262@example.com,523,224811.65,32115.95,Коваленко,Південна Корея,Новак П. Я.,Взуття,+380879977495,18,Gold,Польща,Apple Pay,0.2,Відправлено,2024-07-25,Центральна Європа,12262,Вроцлав
Оксана,Альфа-Volt ТОВ,3,PrimeTrade Канцтовари S1,client12262@example.com,808,84102.27,28034.09,Коваленко,Польща,Новак П. Я.,Канцтовари,+380879977495,18,Gold,Польща,Apple Pay,0.2,Відправлено,2024-07-25,Центральна Європа,12262,Вроцлав
Оксана,Опт-Volt ТОВ,3,MaxLab Ноутбуки X87,client12262@example.com,1245,18657.3,6219.1,Коваленко,Німеччина,Новак П. Я.,Ноутбуки,+380879977495,18,Gold,Польща,Apple Pay,0.2,Відправлено,2024-07-25,Центральна Європа,12262,Вроцлав
Ірина,Трейд-Zen ТОВ,8,NeoHub Телевізори Pro39,client7540@example.com,3165,341909.92,42738.74,Шевченко,Китай,Ліндберг Е. С.,Телевізори,+380825491072,19,Gold,Швеція,Apple Pay,0.2,Доставлено,2024-07-11,Північна Європа,7540,Гетеборг
Софія,Імпорт-Neo ТОВ,4,NeoWave Зоотовари Max19,client115@example.com,3659,8602.8,2150.7,Поліщук,Туреччина,Россі М. А.,Зоотовари,+380926925271,20,Platinum,Португалія,Картка,0.2,Доставлено,2023-12-26,Південна Європа,115,Лісабон
Софія,Опт-Apex ТОВ,5,NeoHub Продукти Air8,client115@example.com,492,34216.6,6843.32,Поліщук,Україна,Россі М. А.,Продукти,+380926925271,20,Platinum,Португалія,Картка,0.07,Доставлено,2023-12-26,Південна Європа,115,Лісабон
Софія,Опт-Apex ТОВ #59,4,PrimeHub Пральні машини Lite32,client115@example.com,250,25529.8,6382.45,Поліщук,Південна Корея,Россі М. А.,Пральні машини,+380926925271,20,Platinum,Португалія,Картка,0.2,Доставлено,2023-12-26,Південна Європа,115,Лісабон
Софія,Імпорт-Zen ТОВ,5,StarOne Телевізори Lite84,client115@example.com,2374,7854.65,1570.93,Поліщук,Польща,Россі М. А.,Телевізори,+380926925271,20,Platinum,Португалія,Картка,0.2,Доставлено,2023-12-26,Південна Європа,115,Лісабон
Софія,Трейд-Tech ТОВ,3,ProWorks Ноутбуки X77,client115@example.com,308,4677.75,1559.25,Поліщук,Італія,Россі М. А.,Ноутбуки,+380926925271,20,Platinum,Португалія,Картка,0.2,Доставлено,2023-12-26,Південна Європа,115,Лісабон
Ірина,Меркурій-Apex ТОВ,2,ZenPoint Взуття Lite88,client9584@example.com,386,44306.16,22153.08,Кузьменко,Польща,Шмідт Г. К.,Взуття,+380822634826,21,Gold,Франція,Накладений платіж,0.2,Доставлено,2024-03-04,Західна Європа,9584,Париж
Ірина,Глобал-Aero ТОВ,6,SmartTrade Пральні машини Lite21,client9584@example.com,629,48615.48,8102.58,Кузьменко,Італія,Шмідт Г. К.,Пральні машини,+380822634826,21,Gold,Франція,Накладений платіж,0.2,Доставлено,2024-03-04,Західна Європа,9584,Париж
Ірина,Омега-Volt ТОВ,1,PrimeCore Продукти Max27,client1841@example.com,1084,8614.96,8614.96,Коваленко,Чехія,Россі М. А.,Продукти,+380721114698,22,Platinum,Португалія,Картка,0.07,Оплачено,2024-06-23,Південна Європа,1841,Лісабон
Ірина,Європром-Star ТОВ,1,VitaBrands Телевізори S40,client1841@example.com,3140,27772.58,27772.58,Коваленко,Італія,Россі М. А.,Телевізори,+380721114698,22,Platinum,Португалія,Картка,0.2,Оплачено,2024-06-23,Південна Європа,1841,Лісабон
Ірина,Опт-Smart ТОВ,1,ZenWorks Холодильники X22,client1841@example.com,602,43724.71,43724.71,Коваленко,Україна,Россі М. А.,Холодильники,+380721114698,22,Platinum,Португалія,Картка,0.2,Оплачено,2024-06-23,Південна Європа,1841,Лісабон
Ірина,Європром-Solar ТОВ,8,ZenSystems Взуття S26,client1841@example.com,200,288532.8,36066.6,Коваленко,Туреччина,Россі М. А.,Взуття,+380721114698,22,Platinum,Португалія,Картка,0.2,Оплачено,2024-06-23,Південна Європа,1841,Лісабон
Іван,Меркурій-Grand ТОВ #47,6,AeroHub Канцтовари Air70,client11010@example.com,1807,173339.34,28889.89,Левченко,Німеччина,Новак П. Я.,Канцтовари,+380998615726,23,Silver,Угорщина,Apple Pay,0.2,Повернено,2024-11-20,Центральна Європа,11010,Будапешт
Іван,Імпорт-Tech ТОВ #69,8,NovaSystems Зоотовари Air54,client11010@example.com,649,133587.76,16698.47,Левченко,Італія,Новак П. Я.,Зоотовари,+380998615726,23,Silver,Угорщина,Apple Pay,0.2,Повернено,2024-11-20,Центральна Європа,11010,Будапешт
Іван,Опт-Lux ТОВ #28,2,ApexSoft Смартфони X29,client11010@example.com,2202,68291.64,34145.82,Левченко,Польща,Новак П. Я.,Смартфони,+380998615726,23,Silver,Угорщина,Apple Pay,0.2,Повернено,2024-11-20,Центральна Європа,11010,Будапешт
Іван,Опт-Solar ТОВ,1,StarBrands Посуд Lite24,client11010@example.com,3277,16943.45,16943.45,Левченко,Німеччина,Новак П. Я.,Посуд,+380998615726,23,Silver,Угорщина,Apple Pay,0.2,Повернено,2024-11-20,Центральна Європа,11010,Будапешт
Іван,Європром-Solar ТОВ,2,ApexHub Книги X12,client11010@example.com,17,57122.18,28561.09,Левченко,Туреччина,Новак П. Я.,Книги,+380998615726,23,Silver,Угорщина,Apple Pay,0.07,Повернено,2024-11-20,Центральна Європа,11010,Будапешт
Наталія,Меркурій-Grand ТОВ,5,MaxSoft Взуття S72,client14319@example.com,3656,207370.45,41474.09,Руденко,Україна,Коваленко І. О.,Взуття,+380565035426,24,Bronze,Україна,Накладений платіж,0.2,Оплачено,2023-01-02,Східна Європа,14319,Львів
Наталія,Захід-Lux ТОВ,5,LuxLine Косметика X56,client14319@example.com,255,30351.9,6070.38,Руденко,Південна Корея,Коваленко І. О.,Косметика,+380565035426,24,Bronze,Україна,Накладений платіж,0.2,Оплачено,2023-01-02,Східна Європа,14319,Львів
Катерина,Опт-Prime ТОВ #45,2,SolarPlus Одяг X95,client7866@example.com,2460,8866.26,4433.13,Поліщук,Південна Корея,Ліндберг Е. С.,Одяг,+380715719054,25,Gold,Швеція,Apple Pay,0.2,Повернено,2024-02-24,Північна Європа,7866,Стокгольм
Катерина,Імпорт-Aero ТОВ,7,LuxCraft Смартфони X42,client7866@example.com,1975,274270.43,39181.49,Поліщук,Туреччина,Ліндберг Е. С.,Смартфони,+380715719054,25,Gold,Швеція,Apple Pay,0.2,Повернено,2024-02-24,Північна Європа,7866,Стокгольм
Богдан,Глобал-Aero ТОВ,8,GrandWave Посуд X71,client4782@example.com,2552,289728.88,36216.11,Поліщук,Італія,Шмідт Г. К.,Посуд,+380728098188,26,Gold,Німеччина,Google Pay,0.2,Повернено,2024-05-11,Західна Європа,4782,Берлін
Іван,Імпорт-Aero ТОВ,1,NeoWave Спорттовари X1,client4671@example.com,3592,31147.68,31147.68,Лисенко,Туреччина,Россі М. А.,Спорттовари,+380532616226,27,Platinum,Італія,Готівка,0.2,Скасовано,2023-05-26,Південна Європа,4671,Мілан
Іван,Глобал-Eco ТОВ,3,UltraPlus Планшети Lite68,client4671@example.com,1480,45303.72,15101.24,Лисенко,Польща,Россі М. А.,Планшети,+380532616226,27,Platinum,Італія,Готівка,0.2,Скасовано,2023-05-26,Південна Європа,4671,Мілан
Юрій,Меркурій-Lux ТОВ,1,NovaWorks Посуд Pro26,client9324@example.com,2673,21534.69,21534.69,Савченко,Китай,Новак П. Я.,Посуд,+380554432739,28,Platinum,Польща,Google Pay,0.2,Оплачено,2023-05-03,Центральна Європа,9324,Краків
Юрій,Опт-Apex ТОВ #59,3,VitaTrade Канцтовари S10,client9324@example.com,2797,15172.77,5057.59,Савченко,Південна Корея,Новак П. Я.,Канцтовари,+380554432739,28,Platinum,Польща,Google Pay,0.2,Оплачено,2023-05-03,Центральна Європа,9324,Краків
Назар,Європром-Pro ТОВ,2,SmartTrade Посуд S29,client13076@example.com,2904,27763.6,13881.8,Бойко,Південна Корея,Шмідт Г. К.,Посуд,+380962173116,29,Gold,Німеччина,Google Pay,0.2,Оплачено,2025-03-02,Західна Європа,13076,Мюнхен
Назар,Трейд-Neo ТОВ,5,StarPoint Телевізори Pro19,client13076@example.com,3336,28468.3,5693.66,Бойко,Туреччина,Шмідт Г. К.,Телевізори,+380962173116,29,Gold,Німеччина,Google Pay,0.2,Оплачено,2025-03-02,Західна Європа,13076,Мюнхен
Олександр,Альфа-Smart ТОВ,1,SolarMark Інструменти Max81,client9303@example.com,3907,5843.73,5843.73,Мороз,Південна Корея,Коваленко І. О.,Інструменти,+380578248488,30,Gold,Україна,Готівка,0.2,Доставлено,2024-03-14,Східна Європа,9303,Харків
Олександр,Опт-Volt ТОВ,7,AeroWave Іграшки Pro95,client9303@example.com,360,219018.45,31288.35,Мороз,Німеччина,Коваленко І. О.,Іграшки,+380578248488,30,Gold,Україна,Готівка,0.2,Доставлено,2024-03-14,Східна Європа,9303,Харків
Наталія,Альфа-Smart ТОВ,5,ApexTrade Планшети Max39,client367@example.com,364,54644.25,10928.85,Мельник,Південна Корея,Россі М. А.,Планшети,+380785087533,31,Silver,Іспанія,Apple Pay,0.2,Повернено,2023-01-14,Південна Європа,367,Барселона
Наталія,Омега-Neo ТОВ,1,PrimeSystems Косметика Max36,client367@example.com,1484,6552.82,6552.82,Мельник,Чехія,Россі М. А.,Косметика,+380785087533,31,Silver,Іспанія,Apple Pay,0.2,Повернено,2023-01-14,Південна Європа,367,Барселона
Марія,Опт-Max ТОВ,6,TechOne Меблі X74,client5254@example.com,2674,112383.12,18730.52,Петренко,Туреччина,Россі М. А.,Меблі,+380915014599,32,Platinum,Італія,Google Pay,0.2,Доставлено,2024-06-14,Південна Європа,5254,Мілан
Михайло,Альфа-Prime ТОВ,1,NeoBrands Ноутбуки X19,client6201@example.com,2688,12432.01,12432.01,Савченко,Туреччина,Ліндберг Е. С.,Ноутбуки,+380892813130,33,Gold,Швеція,Готівка,0.2,Повернено,2023-09-04,Північна Європа,6201,Стокгольм
Михайло,Імпорт-Tech ТОВ,5,NeoMark Планшети Lite80,client6201@example.com,1682,12981.7,2596.34,Савченко,Польща,Ліндберг Е. С.,Планшети,+380892813130,33,Gold,Швеція,Готівка,0.2,Повернено,2023-09-04,Північна Європа,6201,Стокгольм
Михайло,Меркурій-Grand ТОВ #47,7,ZenPlus Холодильники Lite20,client6201@example.com,1399,99892.8,14270.4,Савченко,Німеччина,Ліндберг Е. С.,Холодильники,+380892813130,33,Gold,Швеція,Готівка,0.2,Повернено,2023-09-04,Північна Європа,6201,Стокгольм
Михайло,Опт-Vita ТОВ,2,LuxCraft Ноутбуки Max89,client6201@example.com,439,78960.16,39480.08,Савченко,Китай,Ліндберг Е. С.,Ноутбуки,+380892813130,33,Gold,Швеція,Готівка,0.2,Повернено,2023-09-04,Північна Європа,6201,Стокгольм
Михайло,Омега-Max ТОВ #31,3,ProWorks Інструменти X64,client6201@example.com,1601,8277.0,2759.0,Савченко,Туреччина,Ліндберг Е. С.,Інструменти,+380892813130,33,Gold,Швеція,Готівка,0.2,Повернено,2023-09-04,Північна Європа,6201,Стокгольм
Андрій,Опт-Max ТОВ,4,NovaGear Продукти Pro93,client10038@example.com,731,24424.84,6106.21,Гончар,Туреччина,Коваленко І. О.,Продукти,+380792845073,34,Gold,Україна,Накладений платіж,0.07,Доставлено,2023-02-22,Східна Європа,10038,Дніпро
Андрій,Партнер-Max ТОВ,6,PrimeLine Пральні машини X80,client10038@example.com,2217,13792.56,2298.76,Гончар,Китай,Коваленко І. О.,Пральні машини,+380792845073,34,Gold,Україна,Накладений платіж,0.2,Доставлено,2023-02-22,Східна Європа,10038,Дніпро
Андрій,Імпорт-Aero ТОВ,2,SmartSoft Смартфони S14,client10038@example.com,739,43734.78,21867.39,Гончар,Туреччина,Коваленко І. О.,Смартфони,+380792845073,34,Gold,Україна,Накладений платіж,0.2,Доставлено,2023-02-22,Східна Європа,10038,Дніпро
Андрій,Омега-Max ТОВ #31,7,LuxLine Меблі Lite92,client10038@example.com,460,113344.63,16192.09,Гончар,Туреччина,Коваленко І. О.,Меблі,+380792845073,34,Gold,Україна,Накладений платіж,0.2,Доставлено,2023-02-22,Східна Європа,10038,Дніпро
Андрій,Трейд-Vita ТОВ,2,EcoCraft Одяг Max84,client10038@example.com,405,14980.7,7490.35,Гончар,Польща,Коваленко І. О.,Одяг,+380792845073,34,Gold,Україна,Накладений платіж,0.2,Доставлено,2023-02-22,Східна Європа,10038,Дніпро
Максим,Партнер-Pro ТОВ #51,6,ApexTrade Інструменти S69,client3176@example.com,3796,245890.14,40981.69,Левченко,Німеччина,Коваленко І. О.,Інструменти,+380537502824,35,Platinum,Україна,Apple Pay,0.2,Відправлено,2024-02-19,Східна Європа,3176,Київ
